"institution.name","collection","object_number","object_category","object_name","title","description","creator","creator.role","production.place","production.period","production.date.start","production.date.start.prec","production.date.end","production.date.end.prec","material","material.part","dimension.part","dimension.value","dimension.unit","inscription.content","association.person","association.subject.type","association.subject","association.period"
"Industriemuseum","energie","V35349","elektrische verlichting","gloeilamp","Gloeilamp van het merk General Electric","Elektrische lamp met schroeffitting en heldere ballon in glas (peer en gepunt) van het merk General Electric Company, type E27.","General Electric Company","fabrikant","Verenigde Staten van Amerika","begin 20ste eeuw","1903","","1910","","metaal","ballon","lamp","10.9","cm","GENERAL ELECTRIC / EDISON","","onderwerp","energie","begin 20ste eeuw"
"Industriemuseum","energie","V35229","elektrische verlichting","gloeilamp","Gloeilamp van het merk Royal Edison Swan","Elektrische lamp met bajonetfitting en heldere ballon in glas (conisch en gepunt) van het merk Edison Swan Electric Co. Ltd, type B22d.
Technisch: 110V - 60W.","Edison Swan Electric Co. Ltd","fabrikant","Groot-Brittannië","begin 20ste eeuw","1903","","1910","","glas","ballon","lamp","11","cm","ROYAL ""EDISWAN"" / TRACTION","","onderwerp","energie","begin 20ste eeuw"
"Industriemuseum","energie","V35237-001","elektrische verlichting","gloeilamp","Gloeilamp van het merk General Electric","Elektrische lamp met schroeffitting en heldere/matte ballon in glas (peer en gepunt) van het merk General Electric Company, type E27.
Technisch: 110V - 150W.","General Electric Company","fabrikant","Verenigde Staten van Amerika","begin 20ste eeuw","1903","","1910","","glas","ballon","lamp","18.5","cm","EDISON","","onderwerp","energie","begin 20ste eeuw"
"Industriemuseum","drukkerij","V34359","zetmachines","loodzetmachine","Regelzetmachine van het merk Intertype","Machine van het merk Intertype Company, type F4, voor het gieten van tekst in loden regels. Met dubbele distributie die toelaat romein, vet en vet-cursief in eenzelfde regel te verwerken. Speciaal geschikt voor het zetten van teksten over wetenschappelijke en mathematische onderwerpen. Verdeeld door Plantin NV te Brussel.","Intertype Corporation","fabrikant","New York","2de kwart 20ste eeuw","1946","","","","metaal","geheel","geheel","200","cm","INTERTYPE / SALES No. S-010815 / MACH. No. 17619 / MADE IN U.S.A. / ... / MANUFACTURED BY / INTERTYPE CORP. / BROOKLYN, NEW YORK","Intertype Corporation","onderwerp","drukkerij","2de kwart 20ste eeuw"
"Industriemuseum","drukkerij","V34355","snijmachines","snijmachine","Manuele snijmachine geproduceerd door Poirier","Manuele snijmachine voor papier en karton met instelbare meshoogte, regelbare papierinleg en manuele aandrijving van de Franse constructeur Poirier.","Poirier","fabrikant","Parijs","begin 20ste eeuw","1900","ca.","","","metaal","geheel","geheel","190","cm","BREVETE S.G.D.G. POIRIER A PARIS","Poirier","onderwerp","drukkerij","begin 20ste eeuw"
"Industriemuseum","drukkerij","V08712-001","meubilair","matrijskast","Kast om magazijnen met matrijzen in op te bergen van het merk Société Linotype Belge","Metalen kast met plaats voor 12 magazijnen voor een Intertype zetmachine. Bevat magazijnen van het merk Intertype, met matrijzen type Visolite.","Société Linotype Belge SA","fabrikant","Brussel (stad)","20ste eeuw","","","","","metaal","geheel","geheel","162","cm","SBL / LINOTYPE / 102 RUE WAELHEM - BRUXELLES 3 / LINOTYPE // Eurotype / MADE IN EUROPE","Société Linotype Belge SA","onderwerp","drukkerij","20ste eeuw"
"Industriemuseum","wonen","V08814","eetgerei","kom","Geëmailleerde kom","","onbekend","","België","","","","","","metaal","geheel","geheel","8","cm","made in Belgium","","onderwerp","wonen",""
"Industriemuseum","wonen","V08802-001","keukengerei","lepelrek","Geëmailleerd lepelrek","","onbekend","","","","","","","","metaal","geheel","geheel","","cm","","","onderwerp","wonen",""
"Industriemuseum","informatie en communicatie","AF01507","emailborden","uithangbord","Geëmailleerd reclamebord voor naaimachines van het merk Singer","Emailbord geproduceerd door Emaillerie Belge met reclame voor huishoudelijke naaimachines van het merk Singer.","Emaillerie Belge","fabrikant","Brussel (stad)","2de kwart 20ste eeuw","1938","","","","metaal","geheel","geheel","89","cm","Machines a coudre / Singer / Naaimachienen // T.P. Bruxelles  359-663B-1938","Emaillerie Belge","onderwerp","informatie en communicatie","2de kwart 20ste eeuw"
"Industriemuseum","drukkerij","V08097","drukpersen","papierpers","Papierpers of boekenpers","Houten papierpers of boekenpers met twee gietijzeren zuilen, afkomstig uit de Drukkerij Vermeulen te Gent.","onbekend","","","midden 19de eeuw","1850","ca.","","","hout","geheel","geheel","201","cm","","Vermeulen Drukkerij","onderwerp","drukkerij","midden 19de eeuw"
"Industriemuseum","wonen","V28039","keukengerei","trechter","Geëmailleerde trechter","","onbekend","","","1ste helft 20ste eeuw","1900","ca.","1950","ca.","metaal","geheel","geheel","14","cm","","","onderwerp","wonen","1ste helft 20ste eeuw"
"Industriemuseum","wonen","V27889","elektrische verlichting","lampenkap","Lampenkap in wit opaline glas","","onbekend","","","3de kwart 20ste eeuw","1950","ca.","","","glas","geheel","geheel","5.5","cm","","","onderwerp","energie","3de kwart 20ste eeuw"
"Industriemuseum","wonen","V00355","benodigdheden schoonmaken","polijstpoeder","Strooibus met schuurpoeder van het merk Reynco","Doos met poeder om te schuren van het merk Reynco. Verpakking van 150 gram. Gebruikt om vloeren, messen, pannen en alle keukenmateriaal te poetsen. Met Nederlandse en Franse tekst en gebruiksaanwijzing.","Reynco","fabrikant","Brugge","2de kwart 20ste eeuw","1940","ca.","","","poeder","inhoud","geheel","17","cm","SCHUURPOEDER / REYNCO / KUISCHT / RAP EN SCHOON / VOOR HET SCHUREN VAN VLOEREN EN / HET KUISCHEN VAN MESSEN KASSEROLEN / EN ALLE KEUKENGERIEF ONMISBAAR / VOOR HET WASSCHEN EN REINIGEN VAN / BEVUILDE VOORWERPEN EN HANDEN","Reynco","onderwerp","wonen","2de kwart 20ste eeuw"
"Industriemuseum","wonen","V35137","elektrische verlichting","lampenkap","Lampenkap in doorzichtig glas","Gesloten kegelvormige glazen kap voor een hanglamp transparant glas met brede matte stroken.","onbekend","","","","","","","","glas","geheel","geheel","17.5","cm","","","onderwerp","energie",""
"Industriemuseum","wonen","V35136","elektrische verlichting","lampenkap","Lampenkap in donkergroen glas","Kegelvormige groene glazen kap voor een hanglamp met witte binnenzijde.","onbekend","","","","","","","","glas","geheel","geheel","13.5","cm","","","onderwerp","energie",""
"Industriemuseum","textiel","V20030","grondstoffen en halffabricaten","textielstaal","Staal van kunstzijde of viscose van het merk Fabelta","Viscose, ook bekend onder de oudere naam rayon, is een natuurlijke kunstvezel op basis van cellulose afkomstig uit hout of katoen. Deze stroperige oplossing wordt verhit en door een spindop geperst waardoor er garen worden geproduceerd.","Fabelta nv","fabrikant","Zwijnaarde","","","","","","viscose","geheel","doos","3","cm","Viscose / Fabelta ","","onderwerp","textiel",""
"Industriemuseum","textiel","V20032","grondstoffen en halffabricaten","textielstaal","Staal van wol uit Australie","","onbekend","","","","","","","","wol","geheel","doos","3","cm","sharle-wool / australia ","","onderwerp","textiel",""
"Industriemuseum","textiel","V20033","grondstoffen en halffabricaten","textielstaal","Staal van acryl van het merk Dunova","Acryl is een synthetische vezel, die wordt verkregen uit polymerisatie van acrylonitril. Polyacryl vormt lange lineaire moleculen, die zeer geschikt zijn voor gebruik als (textiel)vezel. Het merk Dunova werd geproduceerd door Bayer.","Bayer","fabrikant","","","","","","","acryl","geheel","doos","3","cm","dunova / acryl ","","onderwerp","textiel",""
"Industriemuseum","textiel","V20034","grondstoffen en halffabricaten","textielstaal","Staal van nylon 6,6","Nylon is de triviale naam voor een groep synthetische polymeren, die tot de groep van polyamiden behoren. De meeste nylonsoorten worden gesynthetiseerd door condensatiepolymerisatie (polycondensatie) van een dicarbonzuur en een diamine. Er ontstaat een copolymeer waarbij de beide monomeren elkaar in de polymeerketen afwisselen. De bekendste variant is nylon-6,6: de eerste 6 staat voor de 6 koolstofatomen van het diamine en de tweede 6 voor de 6 koolstofatomen van het dicarbonzuur (adipinezuur). Dit staal is van deze variant, type 78 dtex.","onbekend","","","","","","","","nylon","geheel","doos","3","cm","Nylon Mousse 66 / 78 dtex","","onderwerp","textiel",""
"Industriemuseum","textiel","V20035","grondstoffen en halffabricaten","textielstaal","Staal van elastomeer van het merk Dorlastan","Een elastomeer is een polymeren met rubberachtige eigenschappen. Staal van het merk Dorlastan, type X 220, geproduceerd door Dorlastan Fibers & Monofil GmbH.","Dorlastan Fibers & Monofil GmbH","fabrikant","Duitsland","","","","","","elastomeer","geheel","doos","3","cm","dorlastan / type x 220 ","","onderwerp","textiel",""
"Industriemuseum","textiel","V20036","grondstoffen en halffabricaten","textielstaal","Staal van kasjmier wol uit China","Kasjmier of kasjmir is een type wol afkomstig van de Kasjmirgeit. De wol is een fijne en zeer zachte, soepele vezel. Ze wordt traditioneel gewonnen door de ondervacht van de geit te kammen, maar in de moderne bedrijven worden de geiten geschoren. De hoogste kwaliteit Kasjmier is afkomstig van de nek en kin van de geit. [Wikipedia]","onbekend","","","","","","","","wol","geheel","doos","3","cm","Cachemire Blanc Chinois","","onderwerp","textiel",""
"Industriemuseum","textiel","V20037","grondstoffen en halffabricaten","textielstaal","Staal van gewassen wol uit Nieuw-Zeeland","","onbekend","","","","","","","","wol","geheel","doos","3","cm","laine (nouvelle zelande) / masse lavee ","","onderwerp","textiel",""
"Industriemuseum","textiel","V20038","grondstoffen en halffabricaten","textielstaal","Staal van acryl van het merk Acribel","Acryl is een synthetische vezel, die wordt verkregen uit polymerisatie van acrylonitril. Polyacryl vormt lange lineaire moleculen, die zeer geschikt zijn voor gebruik als (textiel)vezel. Het merk Acribel, type AT928, werd geproduceerd door Akzo Belge.","Akzo Belge SA","fabrikant","België","","","","","","acryl","geheel","doos","3","cm","acryloue / bourre type AT928 / ""acribel"" ","","onderwerp","textiel",""
"Industriemuseum","textiel","V20039","grondstoffen en halffabricaten","textielstaal","Staal van geitenhaar uit Macedonië","","onbekend","","","","","","","","geitenhaar","geheel","doos","3","cm","chèvre / macedonien ","","onderwerp","textiel",""
"Industriemuseum","textiel","V20040","grondstoffen en halffabricaten","textielstaal","Staal van donsveertjes","","onbekend","","","","","","","","veer","geheel","doos","3","cm","dons/veertjes ","","onderwerp","textiel",""
"Industriemuseum","textiel","V20041","grondstoffen en halffabricaten","textielstaal","Staal van kunstzijde of cupro van het merk Bemberg","Cupro is een cellulosevezel die is geproduceerd door katoencellulose met cuprammonium zout te behandelen. Het is vooral bekend als een alternatief voor zijde.","Bemberg","merknaam","","","","","","","cupro","geheel","doos","3","cm","cupro / (bemberg) ","","onderwerp","textiel",""
"Industriemuseum","textiel","V20042","grondstoffen en halffabricaten","textielstaal","Staal van recuperatie wol","","onbekend","","","","","","","","wol","geheel","doos","3","cm","recuperatie-wol ","","onderwerp","textiel",""
"Industriemuseum","textiel","V20043","grondstoffen en halffabricaten","textielstaal","Staal van gecarboniseerde wol uit Australië","Losse wol bevat kleine stukjes stro, hooi, hout, etc. Het carboriseren van wol is het zuiveren van die plantaardige bestanddelen door de inwerking van zuren of zuurhoudende gassen bij hoge temperaturen.","onbekend","","","","","","","","wol","geheel","doos","3","cm","laine d'Australie / masse carbonisee","","onderwerp","textiel",""
"Industriemuseum","textiel","V20044","grondstoffen en halffabricaten","textielstaal","Staal van melkwol van het merk Lanital","Melkwol is een synthetische vezel uit caseïne voor het eerst geproduceerd onder de naam Lanital (lana italiana). Caseïne is een geelwitte stof die in de melk van zoogdieren voorkomt. Door de ondermelk met zuur te behandelen komt de caseïne vrij. Na filtreren wordt deze gewassen, gedroogd en in natronloog opgelost. De hierbij gevormde caseïnose wordt gefiltreerd en door spindoppen in zuurbaden tot een draad gespoten. Deze draad wordt gewassen en met formaline en diverse oliën gehard. Vervolgens wordt deze draad in stukjes van tussen de 65 en 135 mm lang gesneden, de zogenaamde vlokken. Deze vlokkenmassa wordt gebleekt en gedroogd. [Wikipedia]. Lanital is ook een merknaam.","Lanital","merknaam","Italië","","","","","","melkwol","geheel","doos","3","cm","Lanital ""S"" / 4 D. 60 m/m ","","onderwerp","textiel",""
"Industriemuseum","textiel","V20045","grondstoffen en halffabricaten","textielstaal","Staal van katoen uit Soedan","","onbekend","","","","","","","","katoen","geheel","doos","3","cm","cotton / sudan ","","onderwerp","textiel",""
"Industriemuseum","textiel","V20046","textielgarens","textielstaal","Staal van katoen","","onbekend","","","","","","","","katoen","geheel","doos","3","cm","cotton ecru ","","onderwerp","textiel",""
"Industriemuseum","textiel","V20048","grondstoffen en halffabricaten","textielstaal","Staal van kasjmier wol uit Turkije","Kasjmier of kasjmir is een type wol afkomstig van de Kasjmirgeit. De wol is een fijne en zeer zachte, soepele vezel. Ze wordt traditioneel gewonnen door de ondervacht van de geit te kammen, maar in de moderne bedrijven worden de geiten geschoren. De hoogste kwaliteit Kasjmier is afkomstig van de nek en kin van de geit. [Wikipedia]","onbekend","","","","","","","","wol","geheel","doos","3","cm","cachemire / turkije ","","onderwerp","textiel",""
"Industriemuseum","textiel","V20049","grondstoffen en halffabricaten","textielstaal","Staal van polyester","Staal van witte matte polyester met antistatische olie. Polyester is een polymeer die bestaat uit een keten van esterbindingen. Het wordt versponnen tot filament door smeltspinnen.","onbekend","","","","","","","","polyester","geheel","doos","3","cm","Polyester Mat / huile antistatique 0,9 - 1 % / + T,O2 ","","onderwerp","textiel",""
"Industriemuseum","textiel","V20050","grondstoffen en halffabricaten","textielstaal","Staal van elastomeer van het merk Enkaswing","Een elastomeer is een polymeren met rubberachtige eigenschappen. Staal van het merk Enkaswing geproduceerd door AKU.","Algemene Kunstzijde Unie nv (AKU)","fabrikant","Arnhem","","","","","","elastaan","geheel","doos","3","cm","enkaswing ","","onderwerp","textiel",""
"Industriemuseum","textiel","V20051","textielgarens","textielstaal","Staal van ongebleekte katoen uit Soedan","","onbekend","","","","","","","","katoen","geheel","doos","3","cm","cotton / Sudan umbleached ","","onderwerp","textiel",""
"Industriemuseum","textiel","V20052","grondstoffen en halffabricaten","textielstaal","Staal van Ardil F","Ardil is een merknaam voor een een kunstvezel op basis van geregenereerde eiwit vezels afkomstig uit pindanoten. Dit type vezels heeft eigenschappen die sterk op die van wol lijken en werden vooral gebruikt in gemengde textiel (o.a. met wol, katoen en viscose). Geproduceerd door Imperial Chemical Industries Limited (ICI).","Imperial Chemical Industries Limited (ICI)","fabrikant","Groot-Brittannië","3de kwart 20ste eeuw","1951","","1957","","natuurlijke kunstmatige textielvezel","geheel","doos","3","cm","Ardil F / denier 3 1/2 ","","onderwerp","textiel","3de kwart 20ste eeuw"
"Industriemuseum","textiel","V20053","grondstoffen en halffabricaten","textielstaal","Staal van Nomex","Nomex is een synthetische brandwerende vezel van het merk Du Pont. Dit staal is van het type Nomex Delta T.","Du Pont de Nemours & Company Inc","fabrikant","Verenigde Staten van Amerika","","","","","","nomex","geheel","doos","3","cm","Nomex ""Delta T"" / kevlar + nomex + pi ","","onderwerp","textiel",""
"Industriemuseum","textiel","V20054","grondstoffen en halffabricaten","textielstaal","Staal van kunstzijde of viscose van het merk Danuflor","Viscose, ook bekend onder de oudere naam rayon, is een natuurlijke kunstvezel op basis van cellulose afkomstig uit hout of katoen. Deze stroperige oplossing wordt verhit en door een spindop geperst waardoor er garen worden geproduceerd. Dit staal is geproduceerd door van Danuflor en van het type T-1,7 dtex.","onbekend","","","","","","","","viscose","geheel","doos","3","cm","Danuflor-Faser / Type T-1,7 dtex / 40 mm glzd viscose ","","onderwerp","textiel",""
"Industriemuseum","textiel","V20055","grondstoffen en halffabricaten","textielstaal","Staal van kasjmier wol uit Iran","Kasjmier of kasjmir is een type wol afkomstig van de Kasjmirgeit. De wol is een fijne en zeer zachte, soepele vezel. Ze wordt traditioneel gewonnen door de ondervacht van de geit te kammen, maar in de moderne bedrijven worden de geiten geschoren. De hoogste kwaliteit Kasjmier is afkomstig van de nek en kin van de geit. [Wikipedia]","onbekend","","","","","","","","wol","geheel","doos","3","cm","cachemire blanc iranien / peigné ","","onderwerp","textiel",""
